rank,spotify_id,track_name,artists,search_query
854,73dICKKEByYyyzv34ohD5e,Ten Times,Young Jonn,Young Jonn Ten Times
855,6mrs3TiZ3fnUnJu72OkCrG,One Night,Maleek Berry,Maleek Berry One Night
856,53PewZvhksjF9EynzsBnAR,La La (feat. Ckay),Davido; CKay,Davido CKay La La (feat. Ckay)
857,05RTjnxD40oftexk9ihjTs,Beba,Rose Caviar,Rose Caviar Beba
858,1uocWi1fMR0GHOJQNGU0Bi,RUMBLE,RUSH AVENUE,RUSH AVENUE RUMBLE
859,0eHv3gOF9eslSleU89ZadE,Till the Morning Comes,Blaze U; feva.; MVNA; Chris Crone,Blaze U feva. MVNA Chris Crone Till the Morning Comes
860,6Z3TackFYDr41wDXgfKAkB,SOLONELY,Abraham Mateo,Abraham Mateo SOLONELY
861,4ilVnBX3jLEEdkRwRWEA4A,TIME,Shine TTW,Shine TTW TIME
862,61Fgo7az4lKB2sVPxhoCCO,PON MY MIND,Bolu Ajibade,Bolu Ajibade PON MY MIND
863,4RwmCGfqGRF0n9InbkuMsB,Toot It Up,Pardison Fontaine; Cardi B,Pardison Fontaine Cardi B Toot It Up
864,26kAi1xqNXUwjRmYdmHNgG,Bells,Lil Wayne,Lil Wayne Bells
865,7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Central Cee; Lil Baby,Central Cee Lil Baby BAND4BAND (feat. Lil Baby)
866,3xYkZkwCIcolLD1Y8j9144,On se comprend (Musique originale inspirée du film "Indomptables"),Fally Ipupa; KLN; Merveille; Dany Synthé,Fally Ipupa KLN Merveille Dany Synthé On se comprend (Musique originale inspirée du film "Indomptables")
867,5QT8vKUxzP90FDio8JTk4e,Mannequin,Louzio,Louzio Mannequin
868,2XO3e2an4hrrEHsUU6zje3,Mind and Body,Mannymore; feva.; Orfa,Mannymore feva. Orfa Mind and Body
869,3x1cJJJuwuJnzRuv7rrAnH,Ilesa,Tiwoan & Lance,Tiwoan & Lance Ilesa
870,5Ny5Vo24rjcaelgakGOBJ8,AJEBO HUSTLERS (with Ajebo Hustlers & DanDizzy),ODUMODUBLVCK; Ajebo Hustlers; DanDizzy,ODUMODUBLVCK Ajebo Hustlers DanDizzy AJEBO HUSTLERS (with Ajebo Hustlers & DanDizzy)
871,1tBfoI9tFVl8ampIRG4eTr,Very Soon,Fameye,Fameye Very Soon
872,6dsDpY2pE4Xge9JHm8IXol,En Tu Marea,Goyo; Greeicy,Goyo Greeicy En Tu Marea
873,3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B,Rels B cómo dormiste?
874,60u6hcpH5Qm1M3xESdNBrB,frente al mar,Beéle,Beéle frente al mar
875,3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,Bruno Mars Cardi B Finesse - Remix; feat. Cardi B
876,7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,The Weeknd Dancing In The Flames
877,3DvzYWNYYrixsXTXV2t8pA,Touch It - Remix,KiDi; Tyga,KiDi Tyga Touch It - Remix
878,5tUB2wLW8Cm7yovnJMNjNK,DON'T GO,Josh Levi,Josh Levi DON'T GO
879,1dm6z1fWB0cErMszU25dy2,Después de la Playa,Bad Bunny,Bad Bunny Después de la Playa
880,5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Bad Bunny,Bad Bunny Yo No Soy Celoso
881,5PhThXEC5fVIbjwUhFc0Z3,Common Person,Burna Boy,Burna Boy Common Person
882,36bfmJ0xpOO7VZmFx60U8l,Ulale,feva.; Isidoros,feva. Isidoros Ulale
883,7IPofMltmVFlF1XwrnpZ8A,Anikana-O,The Deepshakerz; Lexa Hill; Afrika System,The Deepshakerz Lexa Hill Afrika System Anikana-O
884,7JNPhwzFNg4pb7wZqfR5ms,MKK (feat. CowBoii, djygubzin.live & Ranger),KMAT; CowBoii; Gubziin; Ranger,KMAT CowBoii Gubziin Ranger MKK (feat. CowBoii; djygubzin.live & Ranger)
885,3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,YG Marley,YG Marley Praise Jah In The Moonlight
886,6gHUiXF4BiJ9d7biTNmdKR,The Mood,Timaya,Timaya The Mood
887,16uuguJjHf7d7gyxpnGwOn,Fire,AratheJay; Bella Shmurda,AratheJay Bella Shmurda Fire
888,4OE0KrJtQYCMV5f5ddmW5g,Agyekum,Kweku Smoke,Kweku Smoke Agyekum
889,4PPjesO0Xyf0unsdHAL4h8,Kilos Milos,Black Sherif,Black Sherif Kilos Milos
890,4RPeZbmVON5ZKT5HC9wALt,morena,Beéle,Beéle morena
891,6oF3DjmH2FjC3EFvqJlpHU,if u down to ride,Kobi Jonz,Kobi Jonz if u down to ride
892,7wepqmAk99KNtpfxrX3CBT,Mi Casa,Anuolu,Anuolu Mi Casa
893,4TVmM3vQLGEavTY1DJapYT,Comment Faire,Mack H.D; Night Myl,Mack H.D Night Myl Comment Faire
894,7gafxJvox7DDFs3R1dByQH,ONOME,Odeal,Odeal ONOME
895,4sCCgLTynVgwC5kwEOW1J4,Go Low,L.A.X,L.A.X Go Low
896,6UeS6EUhKBBEyZsEYE35rf,Turn Around,Jermaine Dupri; T.I.; Young Dro; 2 Chainz,Jermaine Dupri T.I. Young Dro 2 Chainz Turn Around
897,1Ql7KFG7eJPORSppQT8rC2,sound like (feat. Ty Dolla $ign),310babii; Ty Dolla $ign,310babii Ty Dolla $ign sound like (feat. Ty Dolla $ign)
898,3QaKunnZFIDbzLg6OsKAXA,Go Bestfriend,Bino Rideaux; Blxst,Bino Rideaux Blxst Go Bestfriend
899,2TuVErkUG3BdQR0dsbtakg,OMG! (From F1® The Movie),Tiësto; Sexyy Red; F1 The Album,Tiësto Sexyy Red F1 The Album OMG! (From F1® The Movie)
900,79VtonGgvoyENawzktwOrt,Ballon d'or,SenSey'; RK,SenSey' RK Ballon d'or
901,24ULbF2UnOeMbkmkGriTBc,Petite,NSG,NSG Petite
902,1tKsfYB65Kz74yk0HMCdcH,Running,Ayra Starr; Lojay,Ayra Starr Lojay Running
903,4HDC7Mo6uLTujRvHymiXDf,Mwaki,Zerb; Sofiya Nzau,Zerb Sofiya Nzau Mwaki
904,0r3nMF80NSIuPIxeod4aoG,Beso (Fruta Fresca),Wakyin; Carlos Vives,Wakyin Carlos Vives Beso (Fruta Fresca)
905,43heTUpqTPKcFZfxyNnPF5,Lokole,Emmanuel Jal; MANU (UK); Shammalee,Emmanuel Jal MANU (UK) Shammalee Lokole
906,2qeFDoI9emM2D6ZyyRvbFu,Underdogg,Two Tapp,Two Tapp Underdogg
907,1KpHX3zexEHvYTw0dSyfgF,Xola,Msongi; Cici; Sir Trill; Dot Mega,Msongi Cici Sir Trill Dot Mega Xola
908,4XfiPAgoZUUhPjH26o98un,See,ISHA,ISHA See
909,5lg40x4Lsv0vOIHXW6tBrr,Burn Me Up,BOLA BMH; TAR1Q,BOLA BMH TAR1Q Burn Me Up
910,3LuSjVLN13xR6WO01Mv5ta,Shut Up,Black Sherif,Black Sherif Shut Up
911,4IxAbO2TlNdylq7JPBHX41,Un Trip,Key-Key,Key-Key Un Trip
912,4oeH9c9ca6CS2xHytLLRnP,JABO,Boj; ODUMODUBLVCK,Boj ODUMODUBLVCK JABO
913,1F7xMfEowsK6i0kODlO0Xl,Roma (feat. Terri),Wizkid; Terri,Wizkid Terri Roma (feat. Terri)
914,23EDUpNbiKcDwhUf9kBRo8,Bad Girls Like You,Tobii,Tobii Bad Girls Like You
915,1SqZQtdU1OmTkeinAoC7II,LOUD!,Aitch,Aitch LOUD!
916,03jGFqmsLt2BLWcbA4Vx5E,Different Type of Love (feat. Masicka),Mahalia; Masicka,Mahalia Masicka Different Type of Love (feat. Masicka)
917,7mOC6phfrfz3jfigg1aGsE,Wanna Be (with Megan Thee Stallion),GloRilla; Megan Thee Stallion,GloRilla Megan Thee Stallion Wanna Be (with Megan Thee Stallion)
918,0qNgxeW3EHbX5XjkBS4Dlh,I Feel So Bad,kulturr,kulturr I Feel So Bad
919,2GVeh0VTzmdRKQ1VDie5zT,It Is What It Is,Adekunle Gold,Adekunle Gold It Is What It Is
920,59sAr7NvZDeH7oYrkiyZcQ,Aquafina,Young Jonn,Young Jonn Aquafina
921,2itSDciw0sMV425dyXVAHJ,Emiliana,Centyes; Notscandal,Centyes Notscandal Emiliana
922,4DzMHMREYvyb3L5JrE0YAt,HEHEHE,Rema,Rema HEHEHE
923,5eEujB7GCM34vovJBGCU50,Cheat On You,KiDi; Gyakie,KiDi Gyakie Cheat On You
924,53ZyjcAefL9uRYtDFes78m,Gymnastic,KiDi; Olivetheboy; KOJO BLAK,KiDi Olivetheboy KOJO BLAK Gymnastic
925,4LN7BAe5snUpAqFffvxQZE,Bend,Olivetheboy; Sarkodie,Olivetheboy Sarkodie Bend
926,6J15TPJ9gqWlXoo19whxpV,Favourite Story,King Promise; Sarkodie; Olivetheboy,King Promise Sarkodie Olivetheboy Favourite Story
927,5Eoh9sl1hky2TxnVVpeZcG,Pana,Tekno,Tekno Pana
928,6PAUpFtsi9a28wHpCfUyGs,FEEL,Bolu Ajibade,Bolu Ajibade FEEL
929,4WhAWpdYdHnNSIBSCYfNzL,Blessed,Space Afro,Space Afro Blessed
930,3CYYyk8Pr0VAXoWqhwriOw,Runaway,Mack H.D; Bolu Ajibade,Mack H.D Bolu Ajibade Runaway
931,7byAZG2J1zIQSQxm5Ewxyl,Dumb,Tyga; Big Sean; Flo Milli,Tyga Big Sean Flo Milli Dumb
932,4M082K96l3IvqF2HBCMxSG,High or What (feat. Quavo),Rob49; Quavo,Rob49 Quavo High or What (feat. Quavo)
933,0GtkFcwZrNVpkPOavG1gfZ,MEGA MONEY MEGA,Tiwa Savage,Tiwa Savage MEGA MONEY MEGA
934,2zHalMMFk6lrhUUAhXFR4X,Jabole,SPINALL; Ycee; Oxlade,SPINALL Ycee Oxlade Jabole
935,0vyg6EqfMiu45hQzFmi0YF,Want You,Oxlade,Oxlade Want You
936,0RGGAP5gpvToJyUZbiEcXO,Bloody Samaritan (with Kelly Rowland) - Remix,Ayra Starr; Kelly Rowland; Loud Urban Choir,Ayra Starr Kelly Rowland Loud Urban Choir Bloody Samaritan (with Kelly Rowland) - Remix
937,1oGrLEdtViIzZ2hNPbR1fL,From Up Above,Twinjabi,Twinjabi From Up Above
938,31kxPC3ZB9AYwCLyHaqEVX,Me & U,Tems,Tems Me & U
939,3Aq8OvogNStehUPJcNDEZT,Dey Play,Burna Boy,Burna Boy Dey Play
940,49GpUfc9M09eGET6yBJUAj,Gorah,Nitefreak; Emmanuel Jal,Nitefreak Emmanuel Jal Gorah
941,4foPE26gCg9uNJKTV8Mi4C,ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii),Uncle Waffles; Royal MusiQ; Uncool MC; Xduppy; CowBoii,Uncle Waffles Royal MusiQ Uncool MC Xduppy CowBoii ZENZELE (feat. Royal MusiQ; Uncool MC; Xduppy; & CowBoii)
942,64e1w4LMyXcTLCFzR3xCRX,Mfazi Wephepha (feat. Big Zulu & Zee Nxumalo),Wanitwa Mos; Nkosazana Daughter; Master KG; Big Zulu; Zee Nxumalo,Wanitwa Mos Nkosazana Daughter Master KG Big Zulu Zee Nxumalo Mfazi Wephepha (feat. Big Zulu & Zee Nxumalo)
943,7jvBgwYzMd3SHzG2F0Isez,Cocoa Butter,Chop Daily; The Majeek,Chop Daily The Majeek Cocoa Butter
944,3o24yEM5aaiJIkJvdVmOH8,Oroma,Afrobeats Central; Minz,Afrobeats Central Minz Oroma
945,5rhNUBzRK0wxIoUhNZgKDL,Ko Won Je,Afrobeats Central; Söulaar,Afrobeats Central Söulaar Ko Won Je
946,3LoWvPr9oYKqWGFS7fg4vp,Miami,Dreycee; Joda,Dreycee Joda Miami
947,1CMYChZ4g77MGPlS0JZnZI,One - A COLORS SHOW,Black Sherif; COLORS,Black Sherif COLORS One - A COLORS SHOW
948,1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd; Playboi Carti,The Weeknd Playboi Carti Timeless (feat. Playboi Carti)
949,4keuUM29CtIWgsPRzRhXoW,WOKE UP,XG,XG WOKE UP
950,6m5cyVx8qLqu69MFiBVnMI,ROCKIN,Shoreline Mafia; OHGEESY; Fenix Flexin,Shoreline Mafia OHGEESY Fenix Flexin ROCKIN
951,12ETuEC0kPFjRuQokNZRjr,Nanani,Maud Elka,Maud Elka Nanani
952,44FzVABpR2cciquTqADA0D,Lisa,Young Miko,Young Miko Lisa
953,1H2IEdM9irHOk4YTQTgRxE,Coming,Naira Marley; Busiswa,Naira Marley Busiswa Coming
954,4105eJHPqLaEDmdCo6qUUq,Kolo Kolo,Patoranking; Diamond Platnumz,Patoranking Diamond Platnumz Kolo Kolo
955,1ZL3SqTuxX5YtB2J3vFFVm,Wanko,BAYÉ,BAYÉ Wanko
956,1aRd5tMVhiRyMJLmSOg2IF,The Boy Is Mine,James Mac; Vall; Rosalie,James Mac Vall Rosalie The Boy Is Mine
957,0Ra2JEiYVrZwDyyNzMWKmQ,Omo To Sexy,BLNDE,BLNDE Omo To Sexy
958,0loed0wiAcjsjTV6bMowiz,Fall,G2 Beatzz,G2 Beatzz Fall
959,6678acn5h2wP7INBQ2WLH7,Alhaji Popping,AratheJay,AratheJay Alhaji Popping
960,3KybqFROlrZOhTwyrByBPV,Favourite Story,King Promise; Sarkodie; Olivetheboy,King Promise Sarkodie Olivetheboy Favourite Story
961,1b89rnIq9nhaVwzWzRvuwk,Loba,Micro TDH,Micro TDH Loba
962,1z9Tl9fBSWK4fX17KsRkU0,4x2x16,Ric Hassani; Portable,Ric Hassani Portable 4x2x16
963,6QCHpnMTgQqDtCAkgE3txC,Tu es qui,Neaj; Stelair,Neaj Stelair Tu es qui
964,71D1RL1SFQzYQcWk9oBepB,Comment Faire - Sped Up,Mack H.D; Night Myl,Mack H.D Night Myl Comment Faire - Sped Up
965,5GzOJHBBaLnLjL0nnNJV7N,Ready,Monsoon; Space Afro,Monsoon Space Afro Ready
966,2UNdr8gnOQrVkSmLDeC59w,Selema (Po Po),Musa Keys; Loui,Musa Keys Loui Selema (Po Po)
967,0uAmR0yTDNAaXA5jPGOrir,HOLLYWOOD,YG; Shoreline Mafia,YG Shoreline Mafia HOLLYWOOD
968,4einxxnYgyAqINv83N6OJf,Falling In Love,Good Nation; Emma'a; Teni,Good Nation Emma'a Teni Falling In Love
969,0UvZcEfpzVyx47QsRbjyBz,El Apagón,Bad Bunny,Bad Bunny El Apagón
970,6kxo2n2WY48fAhLuiwYOAb,Sere - Remix,SPINALL; Fireboy DML; 6LACK,SPINALL Fireboy DML 6LACK Sere - Remix
971,3YDpNeEJJPSnuge3Y09Fsh,UMAMA Owangizalayo (Piano Remix 2.0),Ama Grootman; Da Mabusa,Ama Grootman Da Mabusa UMAMA Owangizalayo (Piano Remix 2.0)
972,2BItRfxvpOoXXi7PBpyIfr,High Vibration,Enaky; 1da Banton,Enaky 1da Banton High Vibration
973,0irafOSuA00d9de65WMHL5,Obasanjo,Mackgee,Mackgee Obasanjo
974,22d0qL76D5dD50yUjsFjTZ,AZAMAN,Rema,Rema AZAMAN
975,3CqYU4M2gHSXybegYvquPo,Do Better,Kuami Eugene,Kuami Eugene Do Better
976,77ONkiqtYonB8lpKSIbc6F,JAILER (feat. Victony),Sarkodie; Victony,Sarkodie Victony JAILER (feat. Victony)
977,3IEUAkhsrEpWLFDPasBKzj,Coincidimos,Ivy Queen; Nanpa Básico,Ivy Queen Nanpa Básico Coincidimos
978,3Lim6YZ7Yy889MQdFEtKHe,R4MOS,Yapi,Yapi R4MOS
979,6zC0u6gtE8yEEpwDe2boK8,International Lovin,Mack H.D; Princess Wonda,Mack H.D Princess Wonda International Lovin
980,2AYjnv47XVccCzv2ehzFNb,You Trap Me,General Soundbwoy; Nikko Mad,General Soundbwoy Nikko Mad You Trap Me
981,4QXfHYZA1No0EJUOeJWrOB,Tete,Crayon,Crayon Tete
982,7eecj1HXy8EbnkknaQiaRC,Nobody - Bloody Civilian Remix,Charlie Jeer; Bloody Civilian,Charlie Jeer Bloody Civilian Nobody - Bloody Civilian Remix
983,3I3JCtkBC9iEDUQKdZFDeF,GFU,Tyga; Mike Sherm,Tyga Mike Sherm GFU
984,0AoBY2Y3qs6dtGgOD6c91N,Alone,Burna Boy,Burna Boy Alone
985,6dNeacBmjKpZuDW56Cnvxk,Telenovela (feat. Reece Madlisa),Focalistic; Mellow & Sleazy; Enny Man Da Guitar; Reece Madlisa,Focalistic Mellow & Sleazy Enny Man Da Guitar Reece Madlisa Telenovela (feat. Reece Madlisa)
986,0SJCnl4d1Imajh0hm0AaN4,ASUNASA - HOLD YOUR WAIST,Oxlade; Wande Coal,Oxlade Wande Coal ASUNASA - HOLD YOUR WAIST
987,6tE5zuD7eC7cV2O1IyjRLX,Anchor Point,Ahmed Spins; Stevo Atambire,Ahmed Spins Stevo Atambire Anchor Point
988,4DBtobSUafnM8j3cMO8SYX,Disciple,Chop Daily; TORANN; Skondtrack,Chop Daily TORANN Skondtrack Disciple
989,4NzbGHVNyLIkZHEbMFiKkp,Live Life,Africaine,Africaine Live Life
990,14zDAubc9qkYJHBYThgzc8,Time Of My life,Phyno; ArrDee,Phyno ArrDee Time Of My life
991,1q8CfhGdlC1LdX7AaN4aqJ,Foko !,King Paluta,King Paluta Foko !
992,6pO6mg2XVv3IW7LyyMc5Sj,Zormizor (Asabone),DopeNation,DopeNation Zormizor (Asabone)
993,0nkYJ6N4EeDZy53ZFxsfLp,AFRO,Yandel; Square Houze,Yandel Square Houze AFRO
994,1z1ifwAff1IkrqxkbZzEe4,Acenda o farol - lofi,FaOut; Geezmo,FaOut Geezmo Acenda o farol - lofi
995,1w7cgGZR86yWz1pA2puVJD,HEATED,Beyoncé,Beyoncé HEATED
996,7C5AgWJJMRETWI3Pst6U8L,It's a Mystery,Monsoon,Monsoon It's a Mystery
997,1flcGZmkCESuJd5sAJpgek,Hero,Nelson Freitas,Nelson Freitas Hero
998,154GtlyXeS8mEwNytNJyI4,DORIME (feat. Ty Dolla $ign),CKay; Ty Dolla $ign,CKay Ty Dolla $ign DORIME (feat. Ty Dolla $ign)
999,2h9hLe163LZ4omrAnKR3tp,OMALICHA,Oxlade,Oxlade OMALICHA
1000,45Vvoe20MW6GD7FwoacZc8,How Many Times,DJ Big N; Ayra Starr; Oxlade,DJ Big N Ayra Starr Oxlade How Many Times
